"Data Source","World Development Indicators",

"Last Updated Date","2023-05-10",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Jamaica","JAM","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.17","70.864","70.572","70.26","69.912","69.519","69.083","68.609","68.1","67.336","66.734","66.119","65.71","65.315","65.25","65.069","64.865","64.626","64.36","62.15","60.472","60.86","60.84","62.005","62.753","65.733","65.138","65.892","65.727","67.224","65.098","67.276","69.395",
"Jordan","JOR","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.782","39.166","38.96","39.173","39.34","39.422","39.491","39.491","39.494","39.469","39.4","38.8","38.4","37.4","37.849","38.3","37.7","39.8","39.5","40.1","39.5","39","38","37.1","36.4","37.66","38.937","40.23","39.18","39.24","39.95","39.585","39.683",
"Japan","JPN","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.3","63.8","64","63.8","63.6","63.4","63.5","63.7","63.3","62.9","62.44","61.99","61.23","60.77","60.42","60.42","60.42","60.39","60.16","59.86","59.58","59.25","59.01","59.25","59.44","59.5","59.99","60.44","61.45","62.01","62","62.1","62.335",
"Kazakhstan","KAZ","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.971","70.333","70.508","70.835","71.3","71.571","71.486","71.35","71.358","71.211","70.841","70.397","70.11","70.02","69.86","69.45","69.68","70.39","71.12","71.022","70.924","70.825","70.726","70.627","70.528","70.429","70.33","70.23","70.13","70.08","69.2","69.411","69.795",
"Kenya","KEN","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.298","73.209","73.095","72.964","72.83","72.702","72.604","72.529","72.465","72.39","72.512","72.633","72.754","72.874","72.994","73.114","73.234","73.353","73.472","73.59","73.708","73.826","73.944","74.061","74.177","74.294","74.41","74.254","74.093","73.926","73.224","73.854","74.363",
"Kyrgyz Republic","KGZ","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.477","61.215","62.486","63.912","65.944","66.567","66.058","65.313","65.261","65.069","64.696","64.317","64.4","64.041","63.68","64.59","65.49","65.225","64.96","63.91","64.28","64.85","64.2","62.46","62.35","62.38","61.53","60.08","58.81","60.17","59.27","59.18","59.46",
"Cambodia","KHM","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.824","78.624","78.455","78.433","80.887","80.547","80.4","79.736","79.055","78.357","77.643","76.912","76.165","75.401","74.621","73.825","73.012","72.184","71.341","70.483","69.609","68.722","67.82","69.083","70.318","71.524","72.7","73.845","74.958","76.04","75.317","75.784","75.713",
"Kiribati","KIR","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.02","60.6","60.89","60.89","61.6","61.94","62.11","62.5","60.62","60.6","61.57","61.88","62.45","61.89","62.69","62.55","62.52","62.44","61.97","61.28","61.36","61.53","61.71","61.9","62.91","63.17","63.2","63.48","63.36","63.57","62.81","63.08","63.967",
"Kuwait","KWT","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.003","64.085","63.34","63.776","65.881","67.204","67.312","66.788","66.328","66.021","65.93","66.093","66.509","67.147","67.939","68.313","68.096","67.898","67.946","68.223","68.701","69.544","70.524","71.299","71.86","72.838","73.231","73.222","73.282","73.037","69.978","70.372","71.496",
"Latin America & Caribbean (excluding high income)","LAC","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.7563453691668","61.8238961078346","62.0198704082227","62.3279325547973","62.5303213179361","62.7024186912994","62.1366150678821","62.9714479236204","63.1419706822315","63.1683401644088","63.0588155521105","63.177569733818","63.3596005645259","63.5829673420905","63.988801563954","64.3646378661659","64.5086014305641","64.2712783845902","64.1252901583217","64.3854435969941","63.8993036856036","63.5150254335098","64.0332747888644","63.8165726039787","63.6159795489776","63.7078217862268","63.5608613393495","63.7747555712299","64.0031885915493","64.2722969570424","59.6919393382177","62.2705588283277","63.0143926982234",
"Lao PDR","LAO","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.841","65.761","65.608","65.432","65.133","64.887","64.639","64.389","64.281","64.003","63.798","63.594","63.381","63.164","62.937","62.683","62.371","62.112","61.85","61.606","61.325","61.069","60.818","60.574","60.351","60.148","59.959","59.78","59.626","59.5","58.935","58.977","58.853",
"Lebanon","LBN","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.37","44.48","44.14","44.06","44.052","44.064","43.682","43.744","43.677","43.842","43.958","43.934","43.993","44.09","44.02","43.813","43.606","43.4","43.853","44.307","44.763","45.219","45.676","46.133","46.592","47.05","47.51","47.97","48.43","48.89","44.59","45.933","46.86",
"Liberia","LBR","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.696","77.654","77.575","77.477","77.394","77.371","77.326","77.287","77.26","77.226","77.158","77.19","77.203","77.197","77.19","77.201","77.223","77.242","77.258","77.261","77.241","77.225","77.194","77.146","77.084","77.011","76.94","76.86","76.773","76.681","75.952","76.263","76.592",
"Libya","LBY","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.285","46.367","46.473","46.592","46.71","46.823","46.93","47.024","47.113","47.205","47.305","47.408","47.515","47.619","47.71","47.781","47.822","47.843","47.85","47.848","47.843","47.802","47.76","47.717","47.673","47.628","47.617","47.614","47.618","47.627","45.969","47.001","47.471",
"St. Lucia","LCA","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.061","63.02","63.134","63.247","63.361","63.474","63.587","63.7","63.813","63.925","64.038","64.15","64.447","64.743","65.038","65.332","65.625","65.916","66.207","66.496","66.783","67.07","69.03","69.25","69.509","69.767","70.024","70.28","70.6","69.5","66.48","68.52","69.487",
"Latin America & Caribbean","LCN","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.3188953849957","61.4455181124291","61.6748868213801","61.9863370644535","62.1887643810069","62.3877466795211","61.9129232133138","62.6806285578504","62.8358588839787","62.8371375340164","62.7173619077677","62.8142058511229","62.9358498397868","63.1328435473546","63.5542843999241","63.9309515430258","64.1321599182701","63.9173075850172","63.820552385278","64.0321463409231","63.5759942250628","63.2547445408301","63.6975463164813","63.4846777922177","63.2975705193527","63.3479851165499","63.1887951355034","63.3532374725386","63.5193402839965","63.6053115253895","59.1222362194356","61.5627904273948","62.3515099364451",
"Least developed countries: UN classification","LDC","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.2639548298264","67.3104226615404","67.2399561918559","67.1250932873064","67.0928539120788","67.1009455557877","67.055843458928","66.98147179144","66.9200326669203","66.8398293820068","66.7237634339414","66.63884745921","66.5559101123603","66.4533584173779","66.3874665668755","66.3087716426264","66.1132105160542","65.8717636133813","65.6340469799314","65.3767457229306","65.1245272688771","64.8787317261048","64.5751034504328","64.3862306429931","64.1755548756309","64.0893195687231","64.0054146874835","64.2527274753633","64.2507714943624","64.1954846906398","63.3733619835093","64.7476089660912","65.1439645936917",
"Low income","LIC","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.0931390476465","70.2072104900911","70.2193006868413","70.0755974017319","69.9930168990182","70.0559383370558","70.0610466877964","70.0385237732616","69.9982061956165","69.9334268737588","69.9136910867686","69.9225744847193","69.8907442318866","69.8212702780641","69.809460401502","69.7638288428401","69.5315666826491","69.3312275861163","69.1059617884362","68.8626776733137","68.6318765104934","68.3914795357973","68.0774032018518","67.8823384411495","67.6506601704989","67.5236885750905","67.4997950266407","67.2707624051135","67.1206032071243","67.0851760814064","66.21244912048","67.9906899952485","68.2920859761301",
"Liechtenstein","LIE","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.45","59.057","56.62","56.72","57.04","54.88","55.4","55.24","58.82","57.31","55.57","55.343","55.116","54.888","54.66","54.432","54.204","53.976","53.747","53.519","53.29","52.87","52.57","53.62","53.11","53.67","53.73","53.99","51.72","52.25","51.469","51.881","50.904",
"Lower middle income","LMC","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.0684144997372","57.9804337222803","57.9673034422262","57.8757582645684","58.0015270676017","58.1023800276316","58.2997377766712","58.4208187995664","58.6657792117404","58.9147385947098","59.0561989673411","58.7048512659802","58.2606450657819","57.9924783852924","57.7506340525109","57.4165437766423","57.3841425006611","57.5562183476707","57.4619163237503","57.4821738146531","57.5492374626615","57.2037989983098","56.7962704183423","56.2330419108404","55.7403138828809","55.3614088575676","54.9121267865797","54.4904791800245","54.1186604332228","54.983944963305","53.7480532727984","53.9699404999894","54.6997024374508",
"Low & middle income","LMY","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.9226057410877","65.7796685334851","65.651903849426","65.3930553700461","65.3140950995628","65.256876095874","65.1531842903418","65.1260243328496","65.1059899111262","65.2200981992845","65.1386839360292","64.7618683001795","64.394903808235","64.0705301892142","63.806004931298","63.5088653156742","63.2847831337334","63.1705752419142","62.9172114436001","62.7244225296369","62.4542845856374","62.2564225687541","61.9486529708792","61.4818524728288","61.0980114381051","60.8280731814031","60.4636649371124","60.1041710806269","59.7620492989","60.0611542962154","58.2416896348606","59.300550350175","59.6938636276187",
"Lesotho","LSO","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.322","74.175","74.024","73.862","73.685","73.495","73.361","73.221","73.074","72.92","72.408","71.89","71.366","70.836","70.301","69.759","69.213","68.661","68.103","67.541","66.973","66.4","65.822","65.24","65.143","65.029","64.978","64.908","64.832","64.76","64.144","64.109","64.334",
"Late-demographic dividend","LTE","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.1396564811604","73.9609147759219","73.7568048088309","73.4379053382957","73.1210487065555","72.919869321943","72.5146327372216","72.2988983762599","72.0466627695065","72.1151131759951","71.9274218567065","71.5343121730423","71.1622232037624","70.739187724967","70.4150506413398","70.1670598832854","69.7904983675818","69.4764815677408","69.1588189563531","68.8568780689576","68.3725637512677","68.3261230424622","68.1244863995964","67.8022135179341","67.5994783856569","67.3984909043591","67.0582404104969","66.7111843422671","66.361421610075","66.0738064960267","63.7883675942709","65.435474375795","65.6718017344016",
"Lithuania","LTU","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.88","66.175","65.462","64.743","64.017","63.284","62.545","61.8","61.05","61.21","60.26","59.05","58.46","60.2","57.15","56.28","55.25","55.55","55.82","56.55","56.82","57.39","57.73","58","58.93","59.16","60.33","60.6","61.55","62.09","62.61","62.29","62.929",
"Luxembourg","LUX","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.06","51.85","53.56","52.74","52.69","50.8","50.96","51.19","51.35","52.36","53.41","53.81","54.76","54.17","55","55.56","55.71","55.86","56.01","58.16","57.7","57.59","58.75","59.39","60.08","59.98","58.91","59.31","59.88","60.65","60.8","61.92","61.542",
"Latvia","LVA","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.921","58.167","59.624","60.113","59.938","59.927","59.76","59.68","59.08","57.74","56.18","56.59","57.98","57.1","57.4","57.36","59.1","60.26","61.55","60.13","58.88","58.52","59.73","59.43","59.27","60.07","60.42","60.83","61.44","61.23","61.67","60.18","61.084",
"Macao SAR, China","MAC","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.789","58.279","58.559","60.533","62.234","63.716","64.993","66.066","65.465","65.366","65.179","64.604","63.845","61.404","62.422","63.645","65.606","68.375","69.549","69.767","69.805","70.679","70.518","70.591","71.09","70.611","69.699","69.553","69.826","69.475","67.615","69.094","68.917",
"St. Martin (French part)","MAF","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.948","50.788","51.072","51.281","50.952","51.434","51.027","51.316","51.18","51.337","51.433","51.27","50.69","50.673","50.657","50.64","50.623","50.607","50.59","50.1","49.61","49.16","48.41","48.31","48.06","47.47","46.55","45.5","45.456","45.44","43.456","45.3","45.573",
"Monaco","MCO","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.116","55.85","56.387","56.63","56.862","56.816","57.302","57.122","57.736","58.044","57.828","57.262","56.58","51.63","49.72","48.77","46.27","44.81","44.29","42.77","41.61","42.27","40.72","41.37","43.28","44.48","44.76","44.09","43.173","42.26","40.32","41.11","41.674",
"Madagascar","MDG","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.142","86.2","86.194","86.181","86.192","86.208","86.292","86.368","86.436","86.487","86.523","86.573","86.721","86.685","86.658","86.614","86.62","86.612","86.589","86.554","86.507","86.449","86.384","86.315","86.229","86.133","85.96","85.808","85.677","85.546","84.713","85.174","85.901",
"Maldives","MDV","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.52","49.878","50.236","50.594","50.952","51.31","52.01","52.709","53.408","54.105","54.8","54.501","54.202","53.902","53.603","53.302","53.002","52.702","52.401","52.1","53.029","53.957","54.881","55.803","56.72","57.633","58.54","60.263","61.961","63.63","60.267","62.558","63.507",
"Middle East & North Africa","MEA","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.6932063561086","47.6164551429743","47.6474923301879","47.7698184191861","47.8231360658904","47.4846463067389","47.1533155225595","47.0316042780576","46.8689236704447","47.2816592601659","47.1282707914647","46.7529527041227","46.2807699950612","46.5086245638949","46.7217132395932","46.9318995390626","46.9280906524184","46.9833988097592","46.4764339437743","46.7781702019883","47.0507110992012","46.7003878018367","46.8461537958215","47.0787260779093","46.8004181296082","47.0028982399715","47.2917040306023","46.9119450643157","46.6835323453487","46.544296332547","45.1052772594296","45.3248148321995","45.8123551542652",
"Mexico","MEX","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.15","58.263","58.765","59.336","59.366","59.439","59.504","60.828","60.53","59.765","59.644","59.02","58.543","58.908","59.48","60.233","60.99","61.034","60.745","60.652","60.474","60.565","61.247","61.052","60.497","60.58","60.444","60.208","60.484","61.167","56.474","59.938","60.984",
"Marshall Islands","MHL","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.7228595505017","65.5635062453462","65.4262884213835","65.1577367023077","65.0796611570872","65.0138698019541","64.8998853721523","64.8699967149564","64.8486355708408","64.9703082505513","64.8836639140227","64.4847832781152","64.0976575939346","63.7576949810319","63.4771957028037","63.1637183156786","62.9429357249669","62.8420625988485","62.5873758045315","62.3962671835124","62.1200742137519","61.9193372564646","61.6047109559945","61.1044171212935","60.6953254801261","60.3990550531387","60.004215574472","59.614180432331","59.2520023926741","59.5751608390779","57.6591004904341","58.6809934087842","59.0492939631141",
"North Macedonia","MKD","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.895","57.17","56.728","56.285","55.841","55.396","54.95","53.7","53.415","53.13","52.9","52.77","52.64","54.51","54.325","54.14","54.02","54.52","55.12","55.48","55.69","55.48","55.17","55.85","55.92","55.38","54.89","55.13","55.19","55.47","54.45","54.12","54.397",
"Mali","MLI","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.254","70.278","70.287","70.283","70.265","70.233","70.258","70.256","70.24","70.221","70.207","70.231","70.252","70.271","70.286","70.296","70.359","70.406","70.441","70.465","70.478","70.546","70.589","70.613","70.62","70.56","69.865","69.16","69.108","69.04","65.92","66.86","67.503",
"Malta","MLT","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.967","49.869","49.964","50.023","49.937","49.884","50.112","50.189","50.078","49.997","49.209","49.685","49.512","49.239","47.823","48.196","48.287","48.955","48.965","49.043","49.727","50.646","51.959","53.667","54.878","55.409","56.566","57.748","59.681","60.765","61.64","62.444","63.522",
"Myanmar","MMR","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.16","76.298","75.744","75.419","75.003","74.626","74.287","74.003","73.707","73.099","72.33","71.706","71.05","70.303","69.584","68.879","68.215","67.62","67.125","66.63","66.194","65.96","65.653","65.305","64.984","64.71","63.375","62.02","62.36","60.5","60.15","","",
"Middle East & North Africa (excluding high income)","MNA","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.4270946967523","46.3513964284092","46.3126362762224","46.4172160126931","46.487062598823","46.1333440309973","45.8125403242467","45.7210904744145","45.5693531025702","46.0228516438456","45.704474057997","45.2379013898573","44.6513746728958","44.8154603223627","44.9857123838174","45.164987310772","45.0610024807987","44.9644506303527","44.2056509978783","44.3920009645001","44.5010316337147","43.9231451264751","43.8862351481633","44.0106971957869","43.5925454145095","43.7017619849505","43.9048162313372","43.5863235632535","43.2286382156495","42.883642834907","41.2454006254402","41.6672352033304","42.1966726920061",
"Montenegro","MNE","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.789","49.999","50.102","50.123","49.993","49.827","49.688","49.595","49.431","49.752","49.639","49.616","49.566","49.499","49.368","49.251","49.03","48.874","48.728","48.86","48.804","48.74","50.04","50.11","52.72","53.73","54.52","54.67","56.01","57.41","53.35","55.394","56.583",
"Mongolia","MNG","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.173","60.613","61.083","61.265","61.205","60.965","60.904","60.774","60.67","60.578","60.568","60.484","60.333","60.1","60.075","60.05","60.025","60","58.4","58.47","59.36","60.59","60.041","59.49","60.09","59.82","58.73","59.56","59.47","62.95","60.88","58.67","59.397",
"Northern Mariana Islands","MNP","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.394","84.251","84.132","84.041","83.967","83.899","83.927","83.94","83.694","83.446","83.194","82.94","82.682","82.421","82.158","81.891","81.621","81.348","81.071","80.792","80.51","80.224","79.935","79.643","79.348","79.05","79.009","78.957","78.899","78.838","78.089","78.161","78.484",
"Mauritania","MRT","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.48","46.432","46.384","46.336","46.288","46.24","46.192","46.144","46.096","46.048","46","45.795","45.59","45.385","45.181","44.976","44.772","44.568","44.364","44.16","43.956","43.753","43.55","43.057","42.566","42.075","41.587","41.1","41.043","40.981","40.591","40.557","40.84",
"Mauritius","MUS","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.844","59.749","59.639","59.558","59.48","59.369","59.18","58.993","58.793","58.569","58.334","57.01","57.696","59.973","58.275","58.688","58.436","57.604","57.685","57.795","58.555","57.735","58.007","59.037","59.301","59.665","58.947","59.165","58.551","59.015","58.032","58.19","58.538",
"Malawi","MWI","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.35","80.408","80.419","80.401","80.389","80.411","80.481","80.558","80.636","80.695","80.723","80.782","80.807","80.809","80.807","80.81","79.691","78.524","77.309","76.046","74.737","73.38","72.466","71.534","70.582","69.612","68.625","67.62","67.523","67.416","68.27","67.642","67.634",
"Malaysia","MYS","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.518","61.467","61.409","61.332","61.285","61.251","61.23","61.239","61.356","61.365","61.319","61.267","61.154","61.023","60.888","60.772","60.68","60.625","60.129","60.423","60.412","61.636","62.699","64.213","64.506","64.717","64.604","64.722","65.125","65.595","65.274","65.401","65.959",
"North America","NAC","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.2509407264644","64.931051540453","65.0651953576664","64.9344462348346","65.2058606474024","65.2543435963793","65.385805412334","65.7099306102653","65.680420154976","65.7809459325899","65.9101988659405","65.651949024379","65.478490465304","65.2208037611952","65.0226742021649","65.0449982513138","65.1337679227513","65.0178766028626","65.0342807724137","64.4349763869292","63.835001322022","63.3469935995022","63.2018276451562","62.8625294780476","62.5822638813451","62.4532879234324","62.5742644593825","62.6670378501034","62.6919728091372","62.9542790380586","61.6023984036385","61.6296249170036","62.2159450093475",
"Namibia","NAM","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.354","55.303","55.238","55.162","55.08","54.554","54.028","53.5","53.71","53.92","54.13","54.415","54.7","54.985","55.269","55.553","55.837","56.12","56.403","56.685","56.967","57.249","57.53","61.7","60.83","60.64","60.45","59.667","58.88","58.878","58.167","58.47","58.866",
"New Caledonia","NCL","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.959","65.055","65.183","65.309","65.434","65.573","65.71","65.82","65.847","65.844","65.808","65.718","65.571","65.393","65.166","65.07","65.008","64.812","64.597","64.413","64.319","64.24","64.149","64.058","63.925","62.713","61.46","60.203","58.918","57.588","57.532","57.157","56.92",
"Niger","NER","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.059","79.074","79.064","79.038","79.002","78.96","78.983","78.995","79.003","79.014","79.028","79.098","79.15","79.193","79.231","79.266","79.343","79.4","79.441","79.468","79.484","79.52","77.654","75.67","73.57","73.553","73.552","73.536","73.51","73.477","72.778","72.853","73.455",
"Nigeria","NGA","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.712","60.697","60.66","60.603","60.532","60.451","60.424","60.382","60.331","60.277","60.225","60.239","60.245","60.248","60.249","60.249","60.294","60.326","60.349","60.366","60.378","60.41","57.861","55.27","55.875","56.478","57.079","57.679","58.275","58.87","58.311","58.35","58.867",
